"Fishery_ShortName","Fishery","Region","GearType_specific","GearType_general","Year","Target","Target_HMS","Overfished_Fm","Overfished_Fm_numeric","Overfishing_Bt","Overfishing_Bt_numeric","TotalDiscards_FI_lbs","TotalDiscards_FI_inds","TotalBycatch_SS_inds","Discard_Rate","ESA_sp_num","ESA_FI_discards_lbs","ESA_FI_discards_inds","ESA_birdturt","IUCN_sp_num","IUCN_FI_discards_lbs","IUCN_FI_discards_inds","IUCN_birdturt","MMPA","VessPers","Fishery_Tier","CV_mean","CV_median","CV_max","NORM_TotalDiscards_lbs","NORM_TotalDiscards_inds","NORM_IUCN_lbs","NORM_IUCN_inds","NORM_ESA_inds","NORM_ESA_lbs","NORM_TotalBycatch_inds","NORM_Discard_Rate","NORM_ESA_num","NORM_ESA_birdturt","NORM_IUCN_num","NORM_IUCN_birdturt","NORM_MMPA","NORM_Tier","NORM_CV","NORM_TotalDiscards_Combined","NORM_ESA_Discards_Combined","NORM_IUCN_Discards_Combined","mean_criteria","criteria_sd","ncrit","criteria_se"
"NE: MA Lobster Pots","Mid-Atlantic Lobster Pots","NE","pots and traps","pots and traps",2014,"Black seabass, American lobster, Jonah crab","N","American lobster, Jonah crab unlisted",0,"American lobster, Jonah crab unlisted",0,708740,NA,0,0.28203313,2,0,NA,0,23,1058.76,NA,0,3,"11693",2,0.707,0.68,1.86,0.0023963808645314,NA,9.48654343499561e-05,NA,NA,0,0,0.336445018167185,0.333333333333333,0,0.511111111111111,0,1,0.333333333333333,0.0286260169802488,0.0023963808645314,0,9.48654343499561e-05,0.272718466094161,0.371009223777108,12,0.107101137609774
"NE: MA Lobster Pots","Mid-Atlantic Lobster Pots","NE","pots and traps","pots and traps",2015,"Black seabass, American lobster, Jonah crab","N","American lobster, Jonah crab unlisted",0,"American lobster, Jonah crab unlisted",0,1220553.08,NA,0,0.388065878,2,0,NA,0,45,6607.89,NA,0,3,"11693",2,0.880833333,0.64,3.28,0.00412691543451316,NA,0.000592070303927926,NA,NA,0,0,0.46293437715553,0.333333333333333,0,1,0,1,0.333333333333333,0.035664427082358,0.00412691543451316,0,0.000592070303927926,0.320768035126384,0.421059940683183,12,0.121549535049202
"NE: MA Mid-Water Otter Trawl","Mid-Atlantic Mid-Water Otter Trawl","NE","midwater trawl","trawl",2010,"Atlantic herring, Atlantic mackerel, Blueback herring, Other finfish","M","None",0,"None",0,276273.77,NA,NA,0.007033701,1,0,NA,NA,10,239170.01,NA,NA,2,"620",2,0.557833333,0.5689,0.8012,0.000934132652030291,NA,0.0214297545072853,NA,NA,0,NA,0.0083906938902091,0.166666666666667,NA,0.222222222222222,NA,0.5,0.333333333333333,0.0225863457745499,0.000934132652030291,0,0.0214297545072853,0.17755631490463,0.206169008630886,9,0.068723002876962
"NE: MA Mid-Water Otter Trawl","Mid-Atlantic Mid-Water Otter Trawl","NE","midwater trawl","trawl",2011,"Atlantic herring, Atlantic mackerel, Blueback herring, Other finfish","Y","None",0,"None",0,19062.85,NA,NA,0.001243272,0,0,NA,NA,10,17677.19,NA,NA,2,"546",2,0.556442857,0.65875,0.6901,6.44550173031469e-05,NA,0.00158388521235851,NA,NA,0,NA,0.0014831331008054,0,NA,0.222222222222222,NA,0.5,0.333333333333333,0.022530046213607,6.44550173031469e-05,0,0.00158388521235851,0.158121707509963,0.216107454021149,9,0.0720358180070498
"NE: MA Mid-Water Otter Trawl","Mid-Atlantic Mid-Water Otter Trawl","NE","midwater trawl","trawl",2012,"Atlantic herring, Atlantic mackerel, Blueback herring, Other finfish","M","None",0,"None",0,13094.32,NA,NA,0.000689447,0,0,NA,NA,10,13015.01,NA,NA,2,"322",2,0.577933333,0.4462,0.8876,4.42743148150955e-05,NA,0.0011661515137699,NA,NA,0,NA,0.000822460143034655,0,NA,0.222222222222222,NA,0.5,0.333333333333333,0.0234001830324042,4.42743148150955e-05,0,0.0011661515137699,0.158098862455958,0.216136249888083,9,0.0720454166293611
"NE: MA Mid-Water Otter Trawl","Mid-Atlantic Mid-Water Otter Trawl","NE","midwater trawl","trawl",2013,"Atlantic herring, Atlantic mackerel, Blueback herring, Other finfish","Y","None",0,"None",0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0.5,0.333333333333333,NA,NA,NA,NA,0.266666666666667,0.266435084628484,4,0.133217542314242
"NE: MA Small-Mesh Gillnet","Mid-Atlantic Small-Mesh Gillnet","NE","small-mesh gillnet","gillnet",2010,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish","Y","None",0,"None",0,80403.62,NA,NA,0.020605744,1,0,NA,NA,10,78512.27,NA,NA,3,NA,2,0.756533333,0.79935,1.1465,0.000271859492066278,NA,0.00703473931330144,NA,NA,0,NA,0.0245811543999401,0.166666666666667,NA,0.222222222222222,NA,1,0.333333333333333,0.0306315926967216,0.000271859492066278,0,0.00703473931330144,0.278474156812425,0.400905953308186,9,0.133635317769395
"NE: MA Small-Mesh Gillnet","Mid-Atlantic Small-Mesh Gillnet","NE","small-mesh gillnet","gillnet",2011,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish","M","None",0,"None",0,70120.63,NA,NA,0.013066498,0,0,NA,NA,10,70120.63,NA,NA,3,NA,2,4.706566667,1.8844,10.3751,0.000237090803314172,NA,0.00628284410238634,NA,NA,0,NA,0.0155873820816423,0,NA,0.222222222222222,NA,1,0.333333333333333,0.190566134834816,0.000237090803314172,0,0.00628284410238634,0.276822900737771,0.403223177544489,9,0.134407725848163
"NE: MA Small-Mesh Gillnet","Mid-Atlantic Small-Mesh Gillnet","NE","small-mesh gillnet","gillnet",2012,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish","Y","None",0,"None",0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,0.333333333333333,NA,NA,NA,NA,0.466666666666667,0.532870169256969,4,0.266435084628484
"NE: MA Small-Mesh Gillnet","Mid-Atlantic Small-Mesh Gillnet","NE","small-mesh gillnet","gillnet",2013,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish","M","None",0,"None",0,16721.11,NA,NA,0.005959721,0,0,NA,NA,10,16104.27,NA,NA,3,NA,2,1.04096,0.9497,1.7031,5.65371617768499e-05,NA,0.00144295078057253,NA,NA,0,NA,0.0071095138366062,0,NA,0.222222222222222,NA,1,0.333333333333333,0.0421478622853745,5.65371617768499e-05,0,0.00144295078057253,0.260631241961989,0.410520243255659,9,0.13684008108522
"NE: MA Small-Mesh Gillnet","Mid-Atlantic Small-Mesh Gillnet","NE","small-mesh gillnet","gillnet",2014,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish","M","Croaker, Atlantic menhaden unlisted",0,"Croaker, menhaden unlisted",0,593695.82,NA,NA,0.124837314,2,0,NA,NA,23,331673.72,NA,NA,3,NA,2,1.852682927,0.94,6.81,0.00200739524000378,NA,0.029718133958844,NA,NA,0,NA,0.148921838993428,0.333333333333333,NA,0.511111111111111,NA,1,0.333333333333333,0.0750140494021485,0.00200739524000378,0,0.029718133958844,0.34334391953722,0.389244363851031,9,0.129748121283677
"NE: MA Small-Mesh Gillnet","Mid-Atlantic Small-Mesh Gillnet","NE","small-mesh gillnet","gillnet",2015,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish","M","Croaker, Atlantic menhaden unlisted",0,"Croaker, menhaden unlisted",0,957581.54,NA,NA,0.190900907,2,3507.2,NA,NA,45,512180.61,NA,NA,3,NA,2,0.791710526,0.64,2.24,0.00323776007941489,NA,0.0458916430855675,NA,NA,0.00202617295277601,NA,0.227730902123971,0.333333333333333,NA,1,NA,1,0.333333333333333,0.0320558966912556,0.00323776007941489,0.00202617295277601,0.0458916430855675,0.397760904159965,0.438889925771909,9,0.14629664192397
"NE: MA Small-Mesh Otter Trawl","Mid-Atlantic Small-Mesh Otter Trawl","NE","small-mesh otter trawl","trawl",2010,"Short-finned squid, Long-finned squid, Silver hake, Other finfish","M","None",0,"None",0,9110440.97,NA,NA,0.122702799,1,0,NA,NA,10,3526600.54,NA,NA,2,NA,1,0.473056667,0.3991,1.3261,0.0308040838783628,NA,0.315985201562101,NA,NA,0,NA,0.14637551779367,0.166666666666667,NA,0.222222222222222,NA,0.5,0,0.0191537880935812,0.0308040838783628,0,0.315985201562101,0.19012074802166,0.196066345607091,9,0.065355448535697
"NE: MA Small-Mesh Otter Trawl","Mid-Atlantic Small-Mesh Otter Trawl","NE","small-mesh otter trawl","trawl",2011,"Short-finned squid, Long-finned squid, Silver hake, Other finfish","M","None",0,"None",0,19450518.96,NA,NA,0.209626712,0,0,NA,NA,10,7584821.41,NA,NA,2,NA,1,0.426715625,0.32835,1.2426,0.0657657976704421,NA,0.679603855006325,NA,NA,0,NA,0.250069425982569,0,NA,0.222222222222222,NA,0.5,0,0.0172774663748055,0.0657657976704421,0,0.679603855006325,0.223493876725636,0.25648572422818,9,0.0854952414093933
"NE: MA Small-Mesh Otter Trawl","Mid-Atlantic Small-Mesh Otter Trawl","NE","small-mesh otter trawl","trawl",2012,"Short-finned squid, Long-finned squid, Silver hake, Other finfish","M","None",0,"None",0,11591028.06,NA,NA,0.158575642,0,0,NA,NA,10,3657533.27,NA,NA,2,NA,1,0.808424138,0.6143,2.2897,0.0391914070649751,NA,0.327716840745745,NA,NA,0,NA,0.189169211268063,0,NA,0.222222222222222,NA,0.5,0,0.0327326210772715,0.0391914070649751,0,0.327716840745745,0.181103230237828,0.204269659422767,9,0.0680898864742557
"NE: MA Small-Mesh Otter Trawl","Mid-Atlantic Small-Mesh Otter Trawl","NE","small-mesh otter trawl","trawl",2013,"Short-finned squid, Long-finned squid, Silver hake, Other finfish","M","None",0,"None",0,9903081.92,NA,NA,0.155743395,0,0,NA,NA,10,2708452.47,NA,NA,2,NA,1,0.536087097,0.4903,1.1116,0.0334841493537473,NA,0.242678718484606,NA,NA,0,NA,0.185790546522652,0,NA,0.222222222222222,NA,0.5,0,0.0217058533827642,0.0334841493537473,0,0.242678718484606,0.170588148996599,0.200392504107013,9,0.0667975013690044
"NE: MA Small-Mesh Otter Trawl","Mid-Atlantic Small-Mesh Otter Trawl","NE","small-mesh otter trawl","trawl",2014,"Short-finned squid, Long-finned squid, Silver hake, Other finfish","M","longfin unknown",0,"shortfin unknown",0,13290826.47,NA,NA,0.201957142,2,54584.84,NA,NA,23,4008414.82,NA,NA,2,NA,1,0.713826087,0.61,2.33,0.044938739490526,NA,0.359156006039236,NA,NA,0.031534650558738,NA,0.240920186607803,0.333333333333333,NA,0.511111111111111,NA,0.5,0,0.0289024012551719,0.044938739490526,0.031534650558738,0.359156006039236,0.254989642839592,0.216646272689463,9,0.072215424229821
"NE: MA Small-Mesh Otter Trawl","Mid-Atlantic Small-Mesh Otter Trawl","NE","small-mesh otter trawl","trawl",2015,"Short-finned squid, Long-finned squid, Silver hake, Other finfish","M","Long-finned unknown",0,"Short-finned unknown",0,14345897.8,NA,NA,0.301515521,2,21714.63,NA,NA,45,4078887.18,NA,NA,2,NA,1,0.642109375,0.58,1.57,0.048506130559081,NA,0.365470365328467,NA,NA,0.0125449349867525,NA,0.35968609411431,0.333333333333333,NA,1,NA,0.5,0,0.0259986334822163,0.048506130559081,0.0125449349867525,0.365470365328467,0.314553949180416,0.317625791997915,9,0.105875263999305
"NE: MA Twin Trawl","Mid-Atlantic Twin Trawl","NE","trawl","trawl",2014,"Long-finned squid, Butterfish, Summer Flounder, Other finfish","Y","1: Summer flounder; Long-finned squid unknown",1,"1: Summer flounder, Long-finned squid unknown",1,1430372.64,NA,NA,0.515513462,2,782.09,NA,NA,23,155746.88,NA,NA,2,NA,2,1.096111111,0.52,3.63,0.00483635412654183,NA,0.0139549996409484,NA,NA,0.000451827556066546,NA,0.614970078472761,0.333333333333333,NA,0.511111111111111,NA,0.5,0.333333333333333,0.0443808985512381,0.00483635412654183,0.000451827556066546,0.0139549996409484,0.285637193612533,0.249532955655612,9,0.0831776518852039
"NE: MA Twin Trawl","Mid-Atlantic Twin Trawl","NE","trawl","trawl",2015,"Long-finned squid, Butterfish, Summer Flounder, Other finfish","Y","1: Summer flounder; Long-finned squid unknown",1,"1: Summer flounder; Long-finned squid unknown",1,1169078.7,NA,NA,0.367655378,2,0,NA,NA,45,153074.56,NA,NA,2,NA,2,0.705230769,0.67,1.32,0.00395287104694421,NA,0.0137155584101481,NA,NA,0,NA,0.438586134651888,0.333333333333333,NA,1,NA,0.5,0.333333333333333,0.0285543818506194,0.00395287104694421,0,0.0137155584101481,0.315147561262627,0.323759741953846,9,0.107919913984615
"NE: New England Bottom Longline","New England Bottom Longline","NE","bottom longline","longline",2010,"Spiny dogfish, Groundfish, Goosefish, Other finfish","M","None",0,"None",0,1137675.74,NA,0,0.265572962,1,0,NA,0,10,484788.29,NA,0,1,NA,2,0.450185,0.41065,0.8665,0.00384669183816011,NA,0.0434372772853361,NA,NA,0,0,0.316809234520793,0.166666666666667,0,0.222222222222222,0,0,0.333333333333333,0.0182277276580669,0.00384669183816011,0,0.0434372772853361,0.0849648579634291,0.128965424848543,12,0.0372291113762305
"NE: New England Bottom Longline","New England Bottom Longline","NE","bottom longline","longline",2011,"Spiny dogfish, Groundfish, Goosefish, Other finfish","M","None",0,"None",0,890960.83,NA,0,0.228830387,0,0,NA,0,10,543296.5,NA,0,1,NA,2,0.586594737,0.5638,1.3418,0.00301250315215595,NA,0.0486796426511305,NA,NA,0,0,0.272978014006436,0,0,0.222222222222222,0,0,0.333333333333333,0.0237508782204902,0.00301250315215595,0,0.0486796426511305,0.0695366610450591,0.121575815478832,12,0.035095914896826
"NE: New England Bottom Longline","New England Bottom Longline","NE","bottom longline","longline",2012,"Spiny dogfish, Groundfish, Goosefish, Other finfish","M","None",0,"None",0,304435.77,NA,0,0.072639304,0,0,NA,0,10,219504.63,NA,0,1,NA,2,0.463093333,0.4053,1.1669,0.00102935357635647,NA,0.0196677264599875,NA,NA,0,0,0.086653408250058,0,0,0.222222222222222,0,0,0.333333333333333,0.0187503785203649,0.00102935357635647,0,0.0196677264599875,0.0524351094124863,0.105958573456441,12,0.0305876054540125
"NE: New England Bottom Longline","New England Bottom Longline","NE","bottom longline","longline",2013,"Spiny dogfish, Groundfish, Goosefish, Other finfish","M","None",0,"None",0,966497.08,NA,0,0.295783993,0,0,NA,0,10,345518.79,NA,0,1,NA,2,0.662741667,0.69855,0.857,0.0032679051671099,NA,0.0309586592706763,NA,NA,0,0,0.352848797935362,0,0,0.222222222222222,0,0,0.333333333333333,0.0268340229321929,0.0032679051671099,0,0.0309586592706763,0.0745742262200689,0.134527707271582,12,0.0388348040033555
"NE: New England Bottom Longline","New England Bottom Longline","NE","bottom longline","longline",2014,"Spiny dogfish, Groundfish, Goosefish, Other finfish","M","None",0,"None",0,787447.56,NA,0,0.154205726,3,54152.54,NA,0,23,533883.06,NA,0,1,NA,2,3.923611111,0.8,14.96,0.00266250566442693,NA,0.0478361936406586,NA,NA,0.0312849030201075,0,0.183956219205715,0.5,0,0.511111111111111,0,0,0.333333333333333,0.158864721764326,0.00266250566442693,0.0312849030201075,0.0478361936406586,0.136080691364591,0.193591077983352,12,0.0558849304931991
"NE: New England Bottom Longline","New England Bottom Longline","NE","bottom longline","longline",2015,"Spiny dogfish, Groundfish, Goosefish, Other finfish","M","None",0,"None",0,826866.7,NA,0,0.195698711,3,0,NA,0,45,179115.35,NA,0,1,NA,2,0.721666667,0.775,1.17,0.00279578905860855,NA,0.0160488264351642,NA,NA,0,0,0.233454333459653,0.5,0,1,0,0,0.333333333333333,0.0292198617590121,0.00279578905860855,0,0.0160488264351642,0.162680934157367,0.300917495806011,12,0.0868673986037342
"NE: New England Clam/Quahog Dredge","New England Clam/Quahog Dredge","NE","dredge, clam","dredge",2014,"Ocean quahog, Atlantic surfclam","N","None",0,"None",0,NA,NA,0,NA,0,NA,NA,0,16,NA,NA,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0.355555555555556,0,0,0.333333333333333,NA,NA,NA,NA,0.0861111111111111,0.162485270691182,7,0.0614136597085542
"NE: New England Clam/Quahog Dredge","New England Clam/Quahog Dredge","NE","dredge, clam","dredge",2015,"Ocean quahog, Atlantic surfclam","N","None",0,"None",0,1979190.48,NA,0,0.014478259,3,0,NA,0,45,65432.92,NA,0,1,NA,2,0.835416667,0.765,1.48,0.00669200862592024,NA,0.00586282290281643,NA,NA,0,0,0.0172715103090343,0.5,0,1,0,0,0.333333333333333,0.0338255328078145,0.00669200862592024,0,0.00586282290281643,0.145921939075301,0.302754376478954,12,0.0873976603792307
"NE: New England CA Mid-Water Otter Trawl","New England Closed-Area Mid-Water Otter Trawl","NE","midwater trawl","trawl",2014,"Atlantic herring, Atlantic mackerel, Other finfish","Y","Atlantic mackerel unknown",0,"Atlantic mackerel unknown",0,120957.89,NA,NA,0.008944657,3,0,NA,NA,23,39666.55,NA,NA,2,NA,1,0.285,0.31,0.44,0.000408980970468851,NA,0.00355414304933531,NA,NA,0,NA,0.0106703254573824,0.5,NA,0.511111111111111,NA,0.5,0,0.0115394835068895,0.000408980970468851,0,0.00355414304933531,0.203728404409519,0.260341068904195,9,0.0867803563013982
"NE: New England CA Mid-Water Otter Trawl","New England Closed-Area Mid-Water Otter Trawl","NE","midwater trawl","trawl",2015,"Atlantic herring, Atlantic mackerel, Other finfish","Y","Atlantic mackerel unknown",0,"Atlantic mackerel unknown",0,12029.22,NA,NA,0.006980825,3,0,NA,NA,45,10365.94,NA,NA,2,NA,1,0.343,0.31,0.5,4.06730149606885e-05,NA,0.000928793494791628,NA,NA,0,NA,0.00832761666669068,0.5,NA,1,NA,0.5,0,0.0138878696240811,4.06730149606885e-05,0,0.000928793494791628,0.252318495280052,0.355734971545754,9,0.118578323848585
"NE: New England Conch Pots and Traps","New England Conch Pots and Traps","NE","pots and traps","pots and traps",2014,"Whelks","N","Unlisted",0,"Unlisted",0,425901.2,NA,0,0.365778904,3,0,NA,0,23,141.86,NA,0,2,NA,2,0.761666667,0.785,1.23,0.00144005063332246,NA,1.27107281318569e-05,NA,NA,0,0,0.436347637603614,0.5,0,0.511111111111111,0,0.5,0.333333333333333,0.030839438391558,0.00144005063332246,0,1.27107281318569e-05,0.216391098600082,0.243947938943463,12,0.0704217041086315
"NE: New England Conch Pots and Traps","New England Conch Pots and Traps","NE","pots and traps","pots and traps",2015,"Whelks","N","Unlisted",0,"Unlisted",0,1108831.16,NA,0,0.579760724,3,0,NA,0,45,2073.06,NA,0,2,NA,2,0.78,0.885,1.21,0.0037491629847619,NA,0.000185747230093241,NA,NA,0,0,0.691612390781184,0.5,0,1,0,0.5,0.333333333333333,0.031581744334645,0.0037491629847619,0,0.000185747230093241,0.273881721435694,0.339489318994367,12,0.0980021248542002
"NE: New England Extra-Large-Mesh Gillnet","New England Extra-Large-Mesh Gillnet","NE","extra-large-mesh gillnet","gillnet",2010,"Goosefish, Groundfish, Skates, Other finfish","M","None",0,"None",0,2194299.19,NA,NA,0.106913533,1,0,NA,NA,10,274751.01,NA,NA,3,NA,1,0.414153571,0.31835,1.1343,0.00741933091115606,NA,0.0246178301992322,NA,NA,0,NA,0.127540071453673,0.166666666666667,NA,0.222222222222222,NA,1,0,0.016768836146926,0.00741933091115606,0,0.0246178301992322,0.256523495759988,0.404003572608097,9,0.134667857536032
"NE: New England Extra-Large-Mesh Gillnet","New England Extra-Large-Mesh Gillnet","NE","extra-large-mesh gillnet","gillnet",2011,"Goosefish, Groundfish, Skates, Other finfish","M","None",0,"None",0,3623518.15,NA,NA,0.184689482,0,0,NA,NA,10,335707.67,NA,NA,3,NA,1,0.354662069,0.2805,1.0557,0.0122517842325002,NA,0.0300795779299952,NA,NA,0,NA,0.220321123716132,0,NA,0.222222222222222,NA,1,0,0.0143600599850695,0.0122517842325002,0,0.0300795779299952,0.249923476808592,0.40934645383499,9,0.136448817944997
"NE: New England Extra-Large-Mesh Gillnet","New England Extra-Large-Mesh Gillnet","NE","extra-large-mesh gillnet","gillnet",2012,"Goosefish, Groundfish, Skates, Other finfish","M","None",0,"None",0,3194687.57,NA,NA,0.165872208,0,0,NA,NA,10,175525.33,NA,NA,3,NA,1,0.396228,0.3369,0.871,0.0108018288242576,NA,0.015727158817739,NA,NA,0,NA,0.197873483991016,0,NA,0.222222222222222,NA,1,0,0.0160430402490099,0.0108018288242576,0,0.015727158817739,0.246266773410424,0.41047156875122,9,0.136823856250407
"NE: New England Extra-Large-Mesh Gillnet","New England Extra-Large-Mesh Gillnet","NE","extra-large-mesh gillnet","gillnet",2013,"Goosefish, Groundfish, Skates, Other finfish","M","None",0,"None",0,2916930.73,NA,NA,0.174003463,0,0,NA,NA,10,418811.15,NA,NA,3,NA,1,0.50682,0.503,1.2097,0.00986268163859187,NA,0.037525691993799,NA,NA,0,NA,0.207573480002821,0,NA,0.222222222222222,NA,1,0,0.0205208457226728,0.00986268163859187,0,0.037525691993799,0.249770492158011,0.408787429934724,9,0.136262476644908
"NE: New England Extra-Large-Mesh Gillnet","New England Extra-Large-Mesh Gillnet","NE","extra-large-mesh gillnet","gillnet",2014,"Goosefish, Groundfish, Skates, Other finfish","M","None",0,"None, Smooth skate rebuilding",0,3026364.41,NA,NA,0.144037068,3,2123.5,NA,NA,23,267305.19,NA,NA,3,NA,1,0.522,0.485,1.04,0.0102326971261998,NA,0.0239506809412403,NA,NA,0.0012267844050011,NA,0.171825749549381,0.5,NA,0.511111111111111,NA,1,0,0.021135475054724,0.0102326971261998,0.0012267844050011,0.0239506809412403,0.323948249818766,0.411822519006673,9,0.137274173002224
"NE: New England Extra-Large-Mesh Gillnet","New England Extra-Large-Mesh Gillnet","NE","extra-large-mesh gillnet","gillnet",2015,"Goosefish, Groundfish, Skates, Other finfish","M","None",0,"None, Smooth skate rebuilding",0,2896664.45,NA,NA,0.141984281,3,2855.49,NA,NA,45,604227.75,NA,NA,3,NA,1,0.58046875,0.545,1.16,0.00979415760215081,NA,0.0541391136329732,NA,NA,0.00164966828379401,NA,0.169376923911385,0.5,NA,1,NA,1,0,0.0235028405855782,0.00979415760215081,0.00164966828379401,0.0541391136329732,0.375846270401588,0.460936106136565,9,0.153645368712188
"NE: New England Fish Pots and Traps","New England Fish Pots and Traps","NE","pots and traps","pots and traps",2010,"Black sea bass, Scup, Hagfish, Other finfish","M","None",0,"None",0,0,NA,0,0,1,0,NA,0,10,0,NA,0,3,NA,2,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0.166666666666667,0,0.222222222222222,0,1,0.333333333333333,NA,0,0,0,0.226851851851852,0.380776185342304,11,0.11480833962575
"NE: New England Fish Pots and Traps","New England Fish Pots and Traps","NE","pots and traps","pots and traps",2011,"Black sea bass, Scup, Hagfish, Other finfish","M","None",0,"None",0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.5,0.333333333333333,NA,NA,NA,NA,0.166666666666667,0.240027433274365,7,0.0907218423253029
"NE: New England Fish Pots and Traps","New England Fish Pots and Traps","NE","pots and traps","pots and traps",2012,"Black sea bass, Scup, Hagfish, Other finfish","M","None",0,"None",0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.5,0.333333333333333,NA,NA,NA,NA,0.166666666666667,0.240027433274365,7,0.0907218423253029
"NE: New England Fish Pots and Traps","New England Fish Pots and Traps","NE","pots and traps","pots and traps",2013,"Black sea bass, Scup, Hagfish, Other finfish","Y","None",0,"None",0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.5,0.333333333333333,NA,NA,NA,NA,0.166666666666667,0.240027433274365,7,0.0907218423253029
"NE: New England Fish Pots and Traps","New England Fish Pots and Traps","NE","pots and traps","pots and traps",2014,"Black sea bass, Scup, Hagfish, Other finfish","Y","Hagfish unlisted",0,"Hagfish unlisted",0,81956.88,NA,0,0.300355878,3,0,NA,0,23,14012.14,NA,0,2,NA,2,0.75375,0.77,1.41,0.000277111351057787,NA,0.00125549486878272,NA,NA,0,0,0.358302724330049,0.5,0,0.511111111111111,0,0.5,0.333333333333333,0.0305188971695368,0.000277111351057787,0,0.00125549486878272,0.21036912862799,0.238943164588567,12,0.068976950198115
"NE: New England Fish Pots and Traps","New England Fish Pots and Traps","NE","pots and traps","pots and traps",2015,"Black sea bass, Scup, Hagfish, Other finfish","Y","Hagfish unlisted",0,"Hagfish unlisted",0,127579.11,NA,0,0.342752723,3,0,NA,0,45,21951.86,NA,0,2,NA,2,0.644,0.73,1.04,0.000431368538417397,NA,0.00196689781790909,NA,NA,0,0,0.408879077846589,0.5,0,1,0,0.5,0.333333333333333,0.026075183783989,0.000431368538417397,0,0.00196689781790909,0.251591220101557,0.319082668059211,12,0.0921112321488649
"NE: New England General Category CA Scallop Dredge","New England General Category Closed Area Scallop Dredge","NE","dredge, New Bedford","dredge",2010,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,2138438.09,NA,NA,0.294886781,1,0,NA,NA,10,3907.47,NA,NA,1,NA,2,0.458030769,0.4255,1.003,0.00723045421291457,NA,0.000350111298839608,NA,NA,0,NA,0.3517784892534,0.166666666666667,NA,0.222222222222222,NA,0,0.333333333333333,0.0185453982614857,0.00723045421291457,0,0.000350111298839608,0.110012667524886,0.147474255890103,9,0.049158085296701
"NE: New England General Category CA Scallop Dredge","New England General Category Closed Area Scallop Dredge","NE","dredge, New Bedford","dredge",2011,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0.333333333333333,NA,NA,NA,NA,0.0666666666666667,0.157134840263677,4,0.0785674201318386
"NE: New England General Category CA Scallop Dredge","New England General Category Closed Area Scallop Dredge","NE","dredge, New Bedford","dredge",2012,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0.333333333333333,NA,NA,NA,NA,0.0666666666666667,0.157134840263677,4,0.0785674201318386
"NE: New England General Category CA Scallop Dredge","New England General Category Closed Area Scallop Dredge","NE","dredge, New Bedford","dredge",2013,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,36890.2,NA,NA,0.035763473,0,0,NA,NA,10,922.83,NA,NA,1,NA,2,0.8305,0.8297,1.117,0.000124732580874137,NA,8.2686037233339e-05,NA,NA,0,NA,0.0426632230164117,0,NA,0.222222222222222,NA,0,0.333333333333333,0.0336264598332342,0.000124732580874137,0,8.2686037233339e-05,0.0632052657023309,0.118463497844528,9,0.0394878326148428
"NE: New England General Category OA Scallop Dredge","New England General Category Open Area Scallop Dredge","NE","dredge, New Bedford","dredge",2010,"Atlantic sea scallop, Goosefish","N","None",0,"None",0,410635.51,NA,NA,0.173344593,1,0,NA,NA,10,9305.57,NA,NA,1,NA,2,1.001226667,0.995,1.641,0.00138843451542327,NA,0.000833783803623032,NA,NA,0,NA,0.20678749599761,0.166666666666667,NA,0.222222222222222,NA,0,0.333333333333333,0.0405390828438753,0.00138843451542327,0,0.000833783803623032,0.0971771019382753,0.125338098308894,9,0.0417793661029645
